YEAR,REGION_FACTOR,PKNAME,SEASON_FACTOR,O2USED,NOHIRED,total_expeditions,success_count,member_deaths,hired_deaths,success_rate,death_rate
2023,Kanjiroba-Far West,Surma-Sarovar North,Autumn,False,True,1,1,0,0,100.0,0.0
2023,Kanjiroba-Far West,Takphu Himal,Summer,False,False,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Ama Dablam,Autumn,False,False,41,41,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Ama Dablam,Autumn,False,True,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Ama Dablam,Spring,False,False,8,7,0,0,87.5,0.0
2023,Khumbu-Rolwaling-Makalu,Baruntse,Autumn,False,False,3,2,0,0,66.66666666666666,0.0
2023,Khumbu-Rolwaling-Makalu,Baruntse,Autumn,True,False,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Baruntse,Spring,False,False,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Chhopa Bamare,Winter,False,False,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,False,True,2,1,0,0,50.0,0.0
2023,Khumbu-Rolwaling-Makalu,Cho Oyu,Autumn,True,False,5,5,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Cho Oyu,Spring,True,False,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Cho Polu,Autumn,False,True,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Chobuje,Autumn,False,True,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Cholatse,Autumn,False,True,1,1,1,0,100.0,100.0
2023,Khumbu-Rolwaling-Makalu,Chukyima Go,Autumn,False,True,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Dolma Khang,Autumn,False,False,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Everest,Autumn,False,False,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Everest,Spring,False,True,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Everest,Spring,True,False,49,46,12,6,93.87755102040816,36.734693877551024
2023,Khumbu-Rolwaling-Makalu,Hongku,Spring,False,True,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Khangri Shar,Autumn,False,False,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Lhotse,Spring,False,True,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Lhotse,Spring,True,False,19,19,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Lobuche East,Spring,False,True,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Makalu,Autumn,False,True,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Makalu,Spring,False,False,3,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Makalu,Spring,True,False,7,6,0,0,85.71428571428571,0.0
2023,Khumbu-Rolwaling-Makalu,Makalu II,Autumn,False,True,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Malanphulan,Autumn,False,True,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Nuptse,Spring,False,True,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Nuptse,Spring,True,False,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Pumori,Autumn,False,False,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Pumori,Autumn,False,True,2,1,0,0,50.0,0.0
2023,Khumbu-Rolwaling-Makalu,Pumori,Spring,False,False,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Pumori,Spring,False,True,1,1,0,0,100.0,0.0
2023,Khumbu-Rolwaling-Makalu,Pumori,Spring,True,False,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Rolwaling Kang,Autumn,False,True,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Tengi Ragi Tau,Autumn,False,True,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Tengi Ragi Tau,Spring,False,True,1,0,0,0,0.0,0.0
2023,Khumbu-Rolwaling-Makalu,Tutse,Spring,False,True,1,0,0,0,0.0,0.0
2023,Langtang-Jugal,Ganchenpo,Autumn,False,True,1,1,0,0,100.0,0.0
2023,Langtang-Jugal,Goldum Peak,Spring,False,True,1,1,0,0,100.0,0.0
2023,Langtang-Jugal,Jugal 5,Autumn,False,True,1,1,0,0,100.0,0.0
2023,Langtang-Jugal,Langtang Yubra,Spring,False,False,1,0,0,0,0.0,0.0
2023,Langtang-Jugal,Phurbi Chhyachu,Autumn,False,True,1,0,0,0,0.0,0.0
2023,Langtang-Jugal,Yansa Tsenji,Autumn,False,True,1,1,0,0,100.0,0.0
2023,Manaslu-Ganesh,Jarkya,Spring,False,True,1,0,0,0,0.0,0.0
2023,Manaslu-Ganesh,Khayang,Autumn,False,False,1,0,0,0,0.0,0.0
2023,Manaslu-Ganesh,Manaslu,Autumn,False,True,1,1,0,0,100.0,0.0
2023,Manaslu-Ganesh,Manaslu,Autumn,True,False,20,20,0,0,100.0,0.0
2023,Manaslu-Ganesh,Manaslu,Spring,False,False,3,0,0,0,0.0,0.0
2023,Manaslu-Ganesh,Manaslu,Spring,False,True,1,1,0,0,100.0,0.0
2023,Manaslu-Ganesh,Manaslu,Spring,True,False,1,1,0,0,100.0,0.0
2024,Annapurna-Damodar-Peri,Annapurna I,Spring,True,False,3,3,0,0,100.0,0.0
2024,Annapurna-Damodar-Peri,Bhrikuti,Spring,False,False,1,1,0,0,100.0,0.0
2024,Annapurna-Damodar-Peri,Himlung Himal,Spring,False,False,4,1,0,0,25.0,0.0
2024,Dhaulagiri-Mukut,Dhaulagiri I,Spring,False,False,3,0,0,0,0.0,0.0
2024,Dhaulagiri-Mukut,Putha Hiunchuli,Spring,False,False,1,0,0,0,0.0,0.0
2024,Kangchenjunga-Janak,Kangchenjunga,Spring,False,False,2,0,0,0,0.0,0.0
2024,Kangchenjunga-Janak,Kangchenjunga,Spring,True,False,1,1,0,0,100.0,0.0
2024,Kangchenjunga-Janak,Yalung Peak,Spring,False,True,1,0,0,0,0.0,0.0
2024,Kanjiroba-Far West,Patrasi Himal,Summer,False,True,1,1,0,0,100.0,0.0
2024,Khumbu-Rolwaling-Makalu,Ama Dablam,Spring,False,False,9,7,0,0,77.77777777777779,0.0
2024,Khumbu-Rolwaling-Makalu,Baruntse,Spring,False,False,1,1,0,0,100.0,0.0
2024,Khumbu-Rolwaling-Makalu,Cho Oyu,Spring,True,False,1,1,0,0,100.0,0.0
2024,Khumbu-Rolwaling-Makalu,Everest,Spring,True,False,40,40,6,2,100.0,20.0
2024,Khumbu-Rolwaling-Makalu,Hungchhi,Spring,False,True,1,1,0,0,100.0,0.0
2024,Khumbu-Rolwaling-Makalu,Khangri Shar,Spring,False,True,1,0,0,0,0.0,0.0
